7794,Argentina,80,5
36356,Argentina,80,5
103916,Argentina,80,5
63506,France,80,6
66009,Argentina,80,6
68229,Argentina,80,6
98644,Chile,80,6
113019,Argentina,80,6
115016,France,80,6
117821,Argentina,80,6
122764,Chile,80,6
135221,Argentina,80,6
135699,Argentina,80,6
141924,Argentina,80,6
143677,Chile,80,6
148526,France,80,6
149169,Argentina,80,6
10592,Spain,80,7
56836,Australia,80,7
60260,Uruguay,80,7
62553,US,80,7
71050,Chile,80,7
98646,Chile,80,7
112104,Spain,80,7
113175,Argentina,80,7
115154,US,80,7
122766,Chile,80,7
129465,Argentina,80,7
136514,US,80,7
141911,Chile,80,7
141925,Chile,80,7
141926,Argentina,80,7
143620,Chile,80,7
147903,US,80,7
10001,Portugal,80,8
11562,Spain,80,8
18616,Spain,80,8
20814,Portugal,80,8
33895,Spain,80,8
38652,Spain,80,8
47431,Spain,80,8
48470,Argentina,80,8
51176,US,80,8
57197,Spain,80,8
64622,Spain,80,8
65321,Argentina,80,8
65878,Bulgaria,80,8
66001,Argentina,80,8
66008,Argentina,80,8
68231,Argentina,80,8
71051,Chile,80,8
74056,Spain,80,8
84756,Spain,80,8
85164,Portugal,80,8
96767,Spain,80,8
102547,US,80,8
104191,US,80,8
104192,Spain,80,8
107297,Argentina,80,8
107301,US,80,8
112105,Spain,80,8
113021,Argentina,80,8
114029,Greece,80,8
116681,Argentina,80,8
119660,Argentina,80,8
121301,Argentina,80,8
130237,US,80,8
135143,US,80,8
135701,Argentina,80,8
137023,Argentina,80,8
140170,Chile,80,8
141912,Chile,80,8
141918,Spain,80,8
141921,Chile,80,8
142695,France,80,8
143219,Greece,80,8
143621,Chile,80,8
144867,Argentina,80,8
149098,Bulgaria,80,8
149161,Argentina,80,8
149168,Argentina,80,8
10535,Spain,80,9
14295,Spain,80,9
36358,Spain,80,9
37920,Bulgaria,80,9
47129,Spain,80,9
50835,Spain,80,9
54341,US,80,9
55228,Spain,80,9
55502,Spain,80,9
56830,Australia,80,9
60257,Uruguay,80,9
62844,US,80,9
64621,Spain,80,9
65316,Spain,80,9
66005,Romania,80,9
66007,Argentina,80,9
69560,Argentina,80,9
81685,Chile,80,9
82996,Chile,80,9
84764,US,80,9
89397,US,80,9
90434,Spain,80,9
92940,Bulgaria,80,9
98218,Spain,80,9
98492,Spain,80,9
102553,Chile,80,9
103918,Spain,80,9
105915,Spain,80,9
106481,US,80,9
107299,Spain,80,9
114271,Greece,80,9
115151,Spain,80,9
115153,US,80,9
115155,US,80,9
116676,Spain,80,9
117234,US,80,9
120230,Argentina,80,9
120382,Argentina,80,9
121228,Spain,80,9
121296,Spain,80,9
121502,Spain,80,9
127603,Chile,80,9
127606,Chile,80,9
127607,US,80,9
130243,Chile,80,9
131381,US,80,9
136511,Spain,80,9
136513,US,80,9
136515,US,80,9
137097,US,80,9
141449,Chile,80,9
141919,Chile,80,9
141922,Chile,80,9
143521,Greece,80,9
148039,Spain,80,9
149165,Romania,80,9
149167,Argentina,80,9
11565,Argentina,80,10
18613,Spain,80,10
19350,Argentina,80,10
19352,Argentina,80,10
26661,Spain,80,10
36359,Spain,80,10
36442,US,80,10
38655,Argentina,80,10
46791,US,80,10
47127,US,80,10
51985,Spain,80,10
54339,US,80,10
55229,Spain,80,10
55501,Spain,80,10
56833,US,80,10
57194,US,80,10
60258,South Africa,80,10
62839,Argentina,80,10
62842,US,80,10
63757,US,80,10
64499,Spain,80,10
64625,US,80,10
64849,US,80,10
66003,Argentina,80,10
68121,Chile,80,10
68234,Argentina,80,10
68235,Argentina,80,10
69558,US,80,10
70151,Chile,80,10
70154,US,80,10
71055,Chile,80,10
74053,Spain,80,10
75817,Chile,80,10
84030,Argentina,80,10
84032,Argentina,80,10
84760,Spain,80,10
84761,US,80,10
84763,US,80,10
84765,Spain,80,10
87145,US,80,10
87146,US,80,10
87422,Italy,80,10
87423,US,80,10
89396,Spain,80,10
90435,Argentina,80,10
90437,Spain,80,10
92609,Australia,80,10
92914,Spain,80,10
92915,Spain,80,10
94631,Chile,80,10
94634,US,80,10
96764,US,80,10
98219,Spain,80,10
98438,Argentina,80,10
98491,Spain,80,10
102541,Argentina,80,10
102546,Argentina,80,10
103919,Spain,80,10
106479,US,80,10
107797,US,80,10
109152,US,80,10
109155,France,80,10
111084,US,80,10
112380,Spain,80,10
113024,Argentina,80,10
113025,Argentina,80,10
113173,Argentina,80,10
114028,US,80,10
115150,Spain,80,10
115157,Cyprus,80,10
117229,Argentina,80,10
117232,US,80,10
117817,US,80,10
117823,US,80,10
119190,Argentina,80,10
119192,Argentina,80,10
120228,US,80,10
121229,Spain,80,10
121501,Spain,80,10
129463,Argentina,80,10
130231,Argentina,80,10
130236,Argentina,80,10
130747,US,80,10
130871,Chile,80,10
130874,US,80,10
131379,US,80,10
135141,Argentina,80,10
135217,US,80,10
135223,US,80,10
135704,Argentina,80,10
135705,Argentina,80,10
136510,Spain,80,10
136517,Cyprus,80,10
137096,Spain,80,10
138864,US,80,10
141914,Argentina,80,10
143218,US,80,10
143625,Chile,80,10
143678,Spain,80,10
144646,France,80,10
144648,South Africa,80,10
144864,US,80,10
144866,Spain,80,10
146604,Australia,80,10
148040,Spain,80,10
149163,Argentina,80,10
149239,US,80,10
150561,Chile,80,10
10004,Chile,80,11
14294,Spain,80,11
19353,US,80,11
22060,Chile,80,11
24117,Argentina,80,11
33052,Italy,80,11
33053,Argentina,80,11
41247,Argentina,80,11
47432,US,80,11
50834,Spain,80,11
62845,US,80,11
63756,Chile,80,11
64496,US,80,11
69221,France,80,11
71054,Chile,80,11
75819,US,80,11
84033,US,80,11
87421,Australia,80,11
89395,Italy,80,11
101185,US,80,11
101189,US,80,11
105914,Spain,80,11
107796,Chile,80,11
108679,Spain,80,11
112107,Spain,80,11
116483,US,80,11
116488,US,80,11
117235,US,80,11
119193,US,80,11
119277,Argentina,80,11
120384,US,80,11
127605,US,80,11
128453,US,80,11
128458,US,80,11
130746,Chile,80,11
137024,South Africa,80,11
137095,Italy,80,11
141916,Chile,80,11
143624,Chile,80,11
143676,US,80,11
146605,Italy,80,11
148037,US,80,11
148038,Spain,80,11
150761,France,80,11
10500,Chile,80,12
10502,Chile,80,12
10533,Argentina,80,12
26295,Portugal,80,12
28620,Chile,80,12
28622,Chile,80,12
33892,Spain,80,12
36357,US,80,12
36585,Chile,80,12
37923,Argentina,80,12
42382,US,80,12
46788,Argentina,80,12
46790,Argentina,80,12
47201,Spain,80,12
51174,US,80,12
51175,US,80,12
51885,Portugal,80,12
51988,Spain,80,12
53903,Argentina,80,12
53905,Chile,80,12
55224,US,80,12
55500,Spain,80,12
56831,Chile,80,12
64497,Spain,80,12
65317,Argentina,80,12
66006,Hungary,80,12
69557,Australia,80,12
69559,Argentina,80,12
71052,Chile,80,12
75112,Spain,80,12
80535,Chile,80,12
81681,Chile,80,12
81683,Chile,80,12
81684,Chile,80,12
83535,Portugal,80,12
92943,Argentina,80,12
94522,US,80,12
98214,US,80,12
98490,Spain,80,12
102544,Argentina,80,12
102549,US,80,12
103917,US,80,12
104195,Argentina,80,12
106541,Spain,80,12
107298,Argentina,80,12
113176,US,80,12
116487,US,80,12
116677,Argentina,80,12
117814,US,80,12
119411,Spain,80,12
119482,US,80,12
120227,Australia,80,12
120229,Argentina,80,12
121224,US,80,12
121297,Argentina,80,12
121500,Spain,80,12
127481,US,80,12
127600,US,80,12
128457,US,80,12
129466,US,80,12
130234,Argentina,80,12
130239,US,80,12
135138,Argentina,80,12
135214,US,80,12
137021,Spain,80,12
140169,Chile,80,12
140172,Chile,80,12
140175,Chile,80,12
141447,US,80,12
143622,Chile,80,12
143675,US,80,12
144865,Spain,80,12
149166,Hungary,80,12
7793,Argentina,80,13
11564,Spain,80,13
22061,Spain,80,13
31853,US,80,13
34640,US,80,13
34643,Argentina,80,13
37921,Argentina,80,13
38654,Spain,80,13
47205,Spain,80,13
47430,Chile,80,13
54338,US,80,13
56832,Australia,80,13
56835,US,80,13
62843,Argentina,80,13
63753,Chile,80,13
68230,Argentina,80,13
68236,Argentina,80,13
69965,Chile,80,13
75818,US,80,13
87420,Spain,80,13
90433,Spain,80,13
92941,Argentina,80,13
106478,US,80,13
106545,Spain,80,13
107296,US,80,13
107793,Chile,80,13
112109,Spain,80,13
113020,Argentina,80,13
113026,Argentina,80,13
113174,Argentina,80,13
116550,US,80,13
117233,Argentina,80,13
117816,US,80,13
119415,Spain,80,13
120383,Chile,80,13
127477,US,80,13
127483,Argentina,80,13
127484,Argentina,80,13
127488,Argentina,80,13
127601,Chile,80,13
128670,US,80,13
129464,Argentina,80,13
130743,Chile,80,13
131378,US,80,13
135216,US,80,13
135700,Argentina,80,13
135706,Argentina,80,13
150905,Chile,80,13
10002,Chile,80,14
18615,Spain,80,14
24119,Argentina,80,14
24150,Argentina,80,14
41249,Argentina,80,14
41520,Argentina,80,14
42378,US,80,14
47197,US,80,14
56837,US,80,14
69016,US,80,14
74055,Spain,80,14
75110,Spain,80,14
94518,US,80,14
103992,Chile,80,14
106537,US,80,14
114436,US,80,14
117815,Argentina,80,14
119279,Argentina,80,14
119407,US,80,14
119478,US,80,14
119520,Argentina,80,14
127486,US,80,14
135215,Argentina,80,14
137022,Spain,80,14
138916,US,80,14
141445,Italy,80,14
144649,US,80,14
10005,Spain,80,15
10501,Chile,80,15
10534,US,80,15
19319,Argentina,80,15
20813,Chile,80,15
24116,Argentina,80,15
28621,Chile,80,15
33051,US,80,15
37922,Argentina,80,15
41246,Argentina,80,15
42381,Uruguay,80,15
46789,Argentina,80,15
47203,US,80,15
48468,Argentina,80,15
51171,Spain,80,15
51173,Chile,80,15
55223,Spain,80,15
56834,Germany,80,15
60256,South Africa,80,15
65318,Spain,80,15
65322,Spain,80,15
65879,Romania,80,15
66002,US,80,15
66004,US,80,15
66010,Argentina,80,15
66536,New Zealand,80,15
71049,US,80,15
75114,US,80,15
83759,Argentina,80,15
84762,Argentina,80,15
85163,Chile,80,15
92912,Spain,80,15
92942,Argentina,80,15
94521,Uruguay,80,15
98213,Spain,80,15
102545,Argentina,80,15
102548,US,80,15
102550,US,80,15
104190,Mexico,80,15
106543,US,80,15
108680,Spain,80,15
113177,US,80,15
113178,US,80,15
114270,US,80,15
116678,Spain,80,15
116682,Spain,80,15
117820,US,80,15
117822,US,80,15
118859,Argentina,80,15
119276,Argentina,80,15
119413,US,80,15
119481,Uruguay,80,15
119658,Argentina,80,15
121223,Spain,80,15
121298,Spain,80,15
121302,Spain,80,15
127482,US,80,15
129467,US,80,15
129468,US,80,15
130235,Argentina,80,15
130238,US,80,15
130240,US,80,15
135130,US,80,15
135134,US,80,15
135220,US,80,15
135222,US,80,15
140173,US,80,15
141448,Germany,80,15
141751,US,80,15
141917,Chile,80,15
143520,US,80,15
143619,US,80,15
144650,France,80,15
144651,South Africa,80,15
144863,Argentina,80,15
149099,Romania,80,15
149162,US,80,15
149164,US,80,15
149170,Argentina,80,15
150056,New Zealand,80,15
10537,US,80,16
10593,US,80,16
11563,Argentina,80,16
14296,Spain,80,16
23762,Argentina,80,16
36586,Chile,80,16
38653,Argentina,80,16
47198,New Zealand,80,16
50836,Spain,80,16
63755,Chile,80,16
66011,US,80,16
69015,US,80,16
80536,Chile,80,16
81680,Chile,80,16
87149,US,80,16
101186,US,80,16
103989,US,80,16
105916,Spain,80,16
106538,New Zealand,80,16
107795,Chile,80,16
114435,US,80,16
119408,New Zealand,80,16
127478,Argentina,80,16
127487,US,80,16
127598,Argentina,80,16
130745,Chile,80,16
135133,US,80,16
135135,US,80,16
138915,US,80,16
149171,US,80,16
7795,US,80,17
10000,Spain,80,17
23761,Argentina,80,17
34642,US,80,17
36443,Spain,80,17
37559,Argentina,80,17
42377,US,80,17
46793,Argentina,80,17
51987,Spain,80,17
55227,US,80,17
65323,Spain,80,17
92669,Argentina,80,17
94517,US,80,17
98217,US,80,17
102554,US,80,17
113179,Spain,80,17
113180,Argentina,80,17
116683,Spain,80,17
117824,US,80,17
119477,US,80,17
121227,US,80,17
121303,Spain,80,17
129469,Spain,80,17
129470,Argentina,80,17
130244,US,80,17
135224,US,80,17
141750,US,80,17
10003,US,80,18
17038,US,80,18
18614,US,80,18
42379,US,80,18
47199,US,80,18
53904,Argentina,80,18
57193,US,80,18
57195,US,80,18
62846,US,80,18
68119,US,80,18
69017,US,80,18
74054,US,80,18
94519,US,80,18
96763,US,80,18
96765,US,80,18
98433,Argentina,80,18
98436,Spain,80,18
98437,US,80,18
101183,Italy,80,18
103991,US,80,18
104194,US,80,18
106539,US,80,18
108674,US,80,18
109153,US,80,18
114437,US,80,18
116486,US,80,18
117236,US,80,18
117818,US,80,18
119409,US,80,18
119479,US,80,18
127597,US,80,18
128456,US,80,18
135218,US,80,18
137018,Uruguay,80,18
138917,US,80,18
141442,US,80,18
141753,US,80,18
141920,Italy,80,18
150559,US,80,18
36587,New Zealand,80,19
51986,US,80,19
55225,US,80,19
68118,Israel,80,19
68120,US,80,19
80537,New Zealand,80,19
98215,US,80,19
111085,Spain,80,19
111086,US,80,19
112108,US,80,19
121225,US,80,19
135142,US,80,19
138865,Spain,80,19
138866,US,80,19
150558,Israel,80,19
150560,US,80,19
26294,US,80,20
33894,US,80,20
42380,US,80,20
46792,Argentina,80,20
47196,US,80,20
51884,US,80,20
51989,Spain,80,20
55226,US,80,20
60658,US,80,20
62841,Argentina,80,20
63754,US,80,20
64620,Spain,80,20
65315,Spain,80,20
65319,Spain,80,20
69561,Argentina,80,20
83534,US,80,20
92158,US,80,20
94520,US,80,20
98216,US,80,20
101184,US,80,20
102543,US,80,20
106536,US,80,20
107794,US,80,20
108672,US,80,20
116675,Spain,80,20
116679,Spain,80,20
117231,Argentina,80,20
119406,US,80,20
119480,US,80,20
120231,Argentina,80,20
121226,US,80,20
121295,Spain,80,20
121299,Spain,80,20
124978,US,80,20
127479,Argentina,80,20
130233,US,80,20
130744,US,80,20
137019,Argentina,80,20
140174,US,80,20
144647,South Africa,80,20
10504,US,80,22
24118,US,80,22
28624,US,80,22
37558,Spain,80,22
41248,US,80,22
60902,US,80,22
64498,US,80,22
82994,US,80,22
92432,US,80,22
92668,Spain,80,22
98435,US,80,22
108675,US,80,22
115156,Greece,80,22
119278,US,80,22
120386,Chile,80,22
125252,US,80,22
136516,Greece,80,22
141927,Greece,80,22
19351,Argentina,80,23
84031,Argentina,80,23
98643,US,80,23
102542,US,80,23
107300,Spain,80,23
119191,Argentina,80,23
122763,US,80,23
130232,US,80,23
18611,US,80,24
60773,US,80,24
64626,US,80,24
70152,US,80,24
71053,Spain,80,24
74051,US,80,24
87147,US,80,24
92911,US,80,24
94632,US,80,24
104193,Mexico,80,24
127480,US,80,24
130872,US,80,24
135131,US,80,24
141441,US,80,24
141923,France,80,24
143623,Spain,80,24
148041,US,80,24
10536,US,80,25
26293,US,80,25
47128,US,80,25
47202,US,80,25
47433,US,80,25
51172,US,80,25
51883,US,80,25
51984,US,80,25
57198,Spain,80,25
68233,US,80,25
75113,US,80,25
83533,US,80,25
84757,France,80,25
87148,US,80,25
