0,US,96,235,REDWINE
2,US,96,90,WHITEWINE
3,US,96,65,REDWINE
8,US,95,65,REDWINE
9,US,95,60,REDWINE
10,Italy,95,80,WHITEWINE
11,US,95,48,REDWINE
12,US,95,48,REDWINE
14,US,95,185,REDWINE
15,US,95,90,WHITEWINE
16,US,95,325,REDWINE
18,France,95,290,REDWINE
19,US,95,75,REDWINE
23,US,95,60,WHITEWINE
24,US,95,45,REDWINE
25,New Zealand,94,57,WHITEWINE
26,US,94,62,REDWINE
27,US,94,105,REDWINE
28,US,94,60,REDWINE
29,US,94,60,REDWINE
31,US,90,37,WHITEWINE
34,US,90,42,WHITEWINE
39,Italy,90,29,REDWINE
40,Spain,90,17,REDWINE
42,US,90,55,REDWINE
43,Italy,90,39,REDWINE
44,France,90,69,REDWINE
45,Italy,90,30,REDWINE
47,US,90,60,REDWINE
49,US,90,40,REDWINE
51,France,90,68,WHITEWINE
52,France,90,42,WHITEWINE
53,France,90,28,REDWINE
54,US,90,18,WHITEWINE
55,US,90,69,REDWINE
57,US,90,25,WHITEWINE
58,US,90,30,REDWINE
59,Italy,90,60,REDWINE
60,Argentina,91,30,REDWINE
61,Australia,91,36,REDWINE
62,Argentina,91,25,REDWINE
63,France,91,45,WHITEWINE
64,Portugal,91,23,REDWINE
65,US,91,36,REDWINE
66,France,91,38,WHITEWINE
67,US,91,85,REDWINE
68,US,91,50,REDWINE
69,US,91,60,REDWINE
70,US,91,85,REDWINE
71,US,91,45,REDWINE
73,US,91,19,WHITEWINE
74,Portugal,91,15,REDWINE
75,US,91,54,REDWINE
76,France,91,85,WHITEWINE
77,US,91,38,WHITEWINE
78,US,91,28,REDWINE
79,Italy,91,75,REDWINE
80,US,91,42,REDWINE
81,Israel,91,25,REDWINE
83,Italy,91,59,REDWINE
84,Italy,91,85,REDWINE
85,Italy,91,80,REDWINE
86,France,91,45,WHITEWINE
87,US,91,22,REDWINE
88,US,91,65,REDWINE
89,US,91,50,REDWINE
90,US,86,10,REDWINE
93,US,86,13,WHITEWINE
94,Portugal,86,10,REDWINE
95,France,86,14,REDWINE
96,US,86,18,WHITEWINE
97,US,86,36,REDWINE
98,France,86,15,REDWINE
100,US,86,24,WHITEWINE
101,US,86,50,REDWINE
103,US,86,48,REDWINE
104,US,86,20,WHITEWINE
105,US,86,17,WHITEWINE
106,US,86,12,REDWINE
107,US,86,10,WHITEWINE
108,US,86,13,WHITEWINE
109,US,86,45,WHITEWINE
110,Portugal,86,12,REDWINE
112,US,86,125,REDWINE
113,US,86,25,WHITEWINE
114,South Africa,86,20,WHITEWINE
115,Argentina,86,15,REDWINE
118,France,86,15,REDWINE
119,Portugal,86,7,REDWINE
120,US,91,59,REDWINE
121,US,91,49,REDWINE
123,US,91,93,WHITEWINE
124,US,91,32,REDWINE
125,US,91,20,REDWINE
126,US,90,100,REDWINE
127,US,90,50,REDWINE
129,Italy,90,45,WHITEWINE
131,US,90,45,WHITEWINE
132,US,90,26,REDWINE
133,US,90,16,WHITEWINE
134,US,90,30,REDWINE
135,US,90,42,REDWINE
136,US,90,38,REDWINE
137,US,90,48,REDWINE
141,US,90,28,WHITEWINE
142,US,90,25,REDWINE
143,US,90,26,WHITEWINE
144,US,90,24,WHITEWINE
145,US,90,55,REDWINE
146,US,90,36,REDWINE
147,Spain,90,17,WHITEWINE
148,US,90,40,REDWINE
150,US,89,50,REDWINE
151,Greece,89,24,WHITEWINE
153,Greece,89,21,WHITEWINE
155,Chile,89,20,REDWINE
156,France,89,20,REDWINE
