"policy.id","payments","insured.value","premium"
1,10.0071806485504,25.167416940169,19.071316240939
1,0,453.289469592352,12.3388336174592
1,0.113082661115555,203.401534747057,25.0390988634493
1,10.4493622700435,19.518903048363,79.4307087756068
2,0,3.7258871547589,7.26138136579725
2,0,5.2239043858259,36.107681120316
2,0,60.1518141168398,12.4799064281997
2,21.1382166551355,5.79048795762956,34.2748380430545
3,0.584412559882339,342.19227877438,109.986559947
3,0,130.816776797222,9.63125646371181
3,42.4971528286923,54.2977850665199,45.6327262838308
3,0,331.484976345106,30.9448493196614
4,23.5033331578082,20.8561654801029,13.6139843448983
4,0,247.20469837866,1.25977365650077
4,0,359.547710709606,23.5920883808412
4,0,175.681174048023,63.7524580961701
5,0,236.995399689275,108.398148596016
5,0,111.537698004033,11.5567915574314
5,0,210.352865877163,11.4311264035625
5,7.04041234514309,129.891921713483,21.007710646931
6,25.1806676314051,38.8514270215166,1.26611916295186
6,6.71699545080628,81.0164638066598,63.7225777306176
6,0,78.1994933231281,0.146745346640044
6,0,113.825439747265,29.6483315083321
7,0,53.1391864066181,23.1594833582929
7,0,521.256499817255,30.0498960261
7,2.39419008610188,23.7436093734405,6.69218388721224
7,0,417.434906177315,11.4689919472109
8,0,62.0612466002636,10.793364661277
8,0,110.561714793784,4.31546115282035
8,0,125.320941903353,26.3860789133394
8,21.0814300672122,71.9899285791773,1.73367285115627
9,0,41.6280259936911,8.58456941168942
9,0,67.2787730419867,10.4628138078386
9,0,59.4749208338814,48.4612404955907
9,12.6118274755179,312.000643312305,66.173753063451
10,0,51.958923836073,12.2206375082652
10,0,25.0816548088087,5.28222349206048
10,3.01559594157252,56.3254887231771,14.6004498588921
10,0,105.335892700881,21.1254367962425
11,13.5227271481357,294.88389695926,38.1394236962772
11,0,1366.79195617739,39.5419671446764
11,35.4296779255193,59.0497920470218,18.4943777674893
11,10.9013921876464,182.869858602679,59.2519249657621
12,0,283.349566373922,8.5389836644527
12,0,13.6275019640163,25.9644336388324
12,0,63.8754770304939,13.1219023962983
12,14.6841045985864,20.629091891905,14.8189105417267
13,0,37.9792984340786,62.4960702573255
13,0,62.2964626392063,21.5403146123481
13,0,83.2312692424619,39.7676592522819
13,0,113.274395815197,16.2663118660732
14,0,142.163948720492,7.05099751529286
14,0,59.6036435946989,10.556982251482
14,0,54.7377354326577,19.0196392030781
14,20.7663507211359,36.9655383875949,36.5091613487479
15,0,77.5448601107385,31.4444560829663
15,0,143.424940373769,0.013116239259261
15,0,7.28041849843239,23.1395536084416
15,0,22.7569167705117,2.13470603335632
16,4.90893755430358,215.810758228901,88.6927126710124
16,23.2301748397344,83.78341739754,70.8320259017246
16,0.349385663313866,101.396994992611,45.598897030919
16,8.36602496906139,107.365729943974,3.00234515784209
17,0,9.81733704159087,4.26749534091605
17,0,24.7198878255272,8.79993467115413
17,16.4368561003868,9.205255889955,1.03203419314544
17,7.34321589206397,32.4288358173851,49.1195046476781
18,0,43.4925302566395,34.707767809643
18,0.982704127893584,121.793802782175,51.4308162508026
18,0,212.937407226545,30.6699840997455
18,6.62941695931985,541.143813919572,49.3053902439879
19,0,33.7850518786886,39.994608798359
19,0,138.480932070534,4.95293251778542
19,0,108.813011511391,58.0758769712749
19,0,113.020637692378,13.6665788642917
20,0,2.99441162538547,55.3456158892625
20,5.50608455982219,46.8877349917308,22.5092983656206
20,0,306.558890587575,4.46913834074079
20,17.1658389060868,253.959729201139,76.9821479402039
21,0,534.928216090303,115.71281201683
21,5.08103162411762,102.667605955866,19.2973457293621
21,0,156.202804351817,21.954194520041
21,0,32.0823357953869,8.90297932906683
22,0,228.00706973525,8.1252011690467
22,0,39.4890024731743,6.15185503507618
22,16.5057320098041,6.61711219474158,8.24123148383699
22,0,34.8410577021771,0.902574008383859
23,0,5.26828333395141,29.1982035245672
23,2.82610702678155,293.407071283489,0.763471795524142
23,4.6752098918637,280.618643417295,2.49210538505973
23,0,88.2212644918147,6.13278943084444
24,0,5.21377349670415,4.16091473157756
24,4.75019626470127,149.715610033671,1.81333078777147
24,14.6946211091194,52.3646705896626,62.8506907057215
24,0,134.959665896942,12.4407211892933
25,0.202071813973927,39.6392813088836,23.974592008328
25,0,22.0792380612799,37.7422234194805
25,13.7982068140693,106.348631910133,44.2388781284996
25,0.496653640661926,41.9556606077084,43.3936818653579
26,0,57.4568222065371,20.4769203820505
26,0,231.326610726425,12.4952798151354
26,0,106.010196214506,14.5926820785679
26,0,26.1984462655815,14.2630586813776
27,0,31.5424382787392,2.55880045864037
27,0,67.2434901897015,12.6294658402486
27,0,7.75533293221801,39.959364799068
27,1.92647718797279,4.35533001696477,43.6859385405908
28,0,105.72572779487,2.50891799251165
28,1.55708844787663,69.9104514237761,19.531883623829
28,0,45.6989554991169,20.4233437551437
28,0,32.7911549999663,1.98033385816155
29,0,180.804858077227,18.0424692132726
29,38.1283555130791,77.9355746647829,26.1495919559023
29,0,79.7279270393605,10.9444647579479
29,0,24.9598989999133,11.2097781070874
30,0,38.6180683845085,37.0944280665593
30,16.7749409624486,385.983928599984,58.4467254111067
30,0.560185384758031,34.6456361032343,0.299057963652075
30,6.90518074233069,504.543323681642,102.082739894148
31,13.5606103962468,57.3177044056187,22.8487800865698
31,0,2.98566413587829,6.94157639758495
31,0,79.5459999549032,1.85150946129166
31,0,13.6771313593012,9.31984440346603
32,0,8.9059221636242,10.1866215370312
32,0,213.487799226049,4.22257325812028
32,0,161.639634459996,9.84917679607204
32,5.57277088232089,95.4501887850772,4.38366629170271
33,0,291.584266987107,113.89049503675
33,10.9025660078743,151.784177339228,17.7205065299411
33,14.1785807217934,1.76399236251041,56.3677374921949
33,4.94275980206256,287.280891470408,26.903718408465
34,0,182.819194475692,1.2233820007641
34,0,81.6598012417564,7.87185413509436
34,0,61.1580593548228,34.5026998010915
34,0,131.215877521026,1.77266016686727
35,0,122.738577690286,0.516835636310178
35,0,17.4564438365088,41.6717513388454
35,0,95.921345684949,5.97164028915292
35,0,42.7529522761896,4.85002588877883
36,0,92.350058317971,11.7112717512275
36,0,104.474833312314,36.1964087609182
36,8.88003681429303,20.1212839448508,39.019072623404
36,4.34386207843403,162.867132251305,10.7988133598329
37,2.44191635133224,7.15795122441715,19.2600641490432
37,0,54.5830432039883,16.1933258735654
37,0,292.216747335773,21.7191955084955
37,0,127.965088581981,43.8608415525023
38,0,21.8903963793778,6.55507763913063
38,13.0788771473431,195.871563539659,45.8279799825313
38,3.38620580659045,270.865472126064,12.1818038091021
38,0,75.0984128466615,21.5130405507416
39,0,44.092103008978,54.6579059790583
39,5.34868599834037,39.4684452393083,3.74129316896054
39,18.5731785552508,55.4358424210813,29.3649218693469
39,0.370591868081591,309.228244550425,3.55100194481827
40,0,47.1998357639375,37.5810866124294
40,0,129.223294135137,27.1887804899742
40,0,56.8024435412333,11.1990677963732
40,0,152.455318036907,18.1113517628389
41,0,79.9007443719978,22.2697579188743
