1,0,235,,96,1
1,0,65,,96,1
1,0,65,,95,1
1,0,60,,95,1
1,1,80,,95,1
1,0,48,,95,1
1,0,48,,95,1
1,0,185,,95,1
1,1,90,,95,1
1,0,325,,95,1
1,0,290,,95,1
1,0,75,,95,1
1,1,60,,95,1
1,0,45,,95,1
1,1,57,,94,1
1,0,62,,94,1
1,0,105,,94,1
1,0,60,,94,1
0,1,37,,90,0
0,1,42,,90,0
0,0,29,,90,0
0,0,39,,90,0
0,0,30,,90,0
0,0,60,,90,0
0,0,40,,90,0
0,1,68,,90,0
0,0,28,,90,0
0,1,18,,90,0
0,0,69,,90,0
0,1,25,,90,0
0,0,60,,90,0
1,0,30,,91,1
1,0,36,,91,1
1,0,25,,91,1
1,1,45,,91,1
1,0,23,,91,1
1,1,38,,91,1
1,0,85,,91,1
1,0,50,,91,1
1,0,60,,91,1
1,0,85,,91,1
1,0,45,,91,1
1,1,19,,91,1
1,0,15,,91,1
1,0,54,,91,1
1,1,85,,91,1
1,0,28,,91,1
1,0,75,,91,1
1,0,42,,91,1
1,0,25,,91,1
1,0,59,,91,1
1,0,85,,91,1
1,0,80,,91,1
1,1,45,,91,1
1,0,22,,91,1
1,0,65,,91,1
0,0,10,,86,0
0,1,13,,86,0
0,0,10,,86,0
0,1,18,,86,0
0,0,36,,86,0
0,1,24,,86,0
0,0,50,,86,0
0,1,17,,86,0
0,0,12,,86,0
0,1,10,,86,0
0,1,13,,86,0
0,1,45,,86,0
0,0,12,,86,0
0,0,125,,86,0
0,1,25,,86,0
0,0,15,,86,0
0,0,15,,86,0
0,0,7,,86,0
1,0,59,,91,1
1,0,49,,91,1
1,1,93,,91,1
1,0,32,,91,1
1,0,20,,91,1
0,0,100,,90,0
0,0,50,,90,0
0,1,45,,90,0
0,1,45,,90,0
0,0,26,,90,0
0,1,16,,90,0
0,0,30,,90,0
0,0,42,,90,0
0,0,38,,90,0
0,0,25,,90,0
0,1,26,,90,0
0,1,24,,90,0
0,0,55,,90,0
0,0,36,,90,0
0,1,17,,90,0
0,0,50,,89,0
0,1,24,,89,0
0,0,19,,89,0
0,0,35,,89,0
0,1,23,,89,0
0,0,36,,89,0
0,0,25,,89,0
0,0,22,,89,0
0,1,25,,89,0
0,0,42,,89,0
0,0,17,,89,0
0,0,49,,89,0
0,0,57,,89,0
0,0,29,,89,0
0,0,61,,89,0
0,1,25,,88,0
0,0,49,,88,0
0,0,38,,88,0
0,0,38,,88,0
0,0,22,,87,0
0,0,15,,87,0
0,1,10,,87,0
0,0,18,,87,0
0,1,18,,87,0
0,1,14,,87,0
0,1,14,,87,0
0,0,40,,87,0
0,0,11,,87,0
0,0,36,,87,0
0,0,20,,87,0
0,0,32,,87,0
1,0,55,,93,1
1,0,49,,93,1
1,0,50,,93,1
1,0,58,,93,1
1,1,39,,93,1
1,1,65,,93,1
1,0,80,,93,1
1,1,42,,93,1
1,1,61,,93,1
1,1,48,,93,1
1,0,50,,93,1
1,0,58,,93,1
1,0,80,,93,1
1,0,41,,93,1
1,0,48,,93,1
1,0,200,,93,1
1,0,62,,93,1
1,0,43,,93,1
1,1,35,,92,1
1,1,48,,92,1
1,1,55,,92,1
1,0,40,,92,1
1,0,69,,92,1
0,1,28,,88,0
0,0,36,,88,0
0,1,24,,88,0
0,0,25,,88,0
0,0,34,,88,0
0,0,60,,88,0
0,0,54,,88,0
0,0,56,,88,0
0,0,61,,88,0
0,0,46,,88,0
0,0,39,,88,0
0,0,49,,88,0
0,1,16,,88,0
0,1,18,,88,0
0,0,15,,88,0
1,0,92,,92,1
1,1,94,,92,1
1,1,58,,92,1
1,0,32,,92,1
1,1,35,,92,1
1,1,95,,92,1
1,0,43,,92,1
1,0,100,,92,1
1,1,60,,91,1
1,1,40,,91,1
1,0,60,,91,1
1,0,100,,91,1
1,1,16,,91,1
1,0,20,,91,1
1,1,23,,91,1
1,0,38,,91,1
1,0,32,,91,1
1,1,30,,94,1
1,0,85,,94,1
1,1,30,,94,1
1,0,65,,94,1
1,1,57,,94,1
1,0,90,,94,1
1,0,85,,94,1
1,0,70,,94,1
1,0,70,,94,1
1,0,60,,94,1
1,0,155,,94,1
1,0,48,,94,1
1,0,95,,94,1
1,0,49,,94,1
1,0,95,,94,1
1,0,50,,94,1
1,0,70,,94,1
1,1,63,,94,1
1,0,75,,91,1
1,1,23,,91,1
1,0,50,,91,1
1,1,22,,91,1
1,0,30,,91,1
1,0,90,,91,1
1,0,60,,91,1
1,0,115,,91,1
1,0,55,,91,1
1,1,48,,91,1
1,1,40,,91,1
1,0,60,,91,1
1,1,50,,91,1
1,0,48,,91,1
1,1,54,,91,1
1,0,42,,91,1
1,0,40,,91,1
1,1,40,,91,1
1,0,42,,91,1
1,0,85,,91,1
0,0,41,,90,0
0,0,33,,90,0
0,0,70,,90,0
0,0,19,,90,0
0,0,25,,90,0
0,1,15,,90,0
0,0,45,,90,0
0,0,80,,90,0
0,1,18,,90,0
0,1,31,,90,0
0,0,15,,90,0
0,0,15,,90,0
0,0,24,,90,0
0,0,80,,90,0
0,0,50,,90,0
0,0,28,,90,0
0,0,40,,90,0
0,1,50,,90,0
0,0,75,,90,0
0,0,46,,90,0
0,1,26,,90,0
0,1,32,,90,0
0,1,20,,90,0
0,0,75,,90,0
0,1,60,,90,0
0,1,22,,90,0
0,1,49,,90,0
0,1,30,,90,0
0,0,35,,90,0
0,0,32,,90,0
0,0,36,,87,0
0,0,30,,87,0
0,0,20,,87,0
0,0,32,,87,0
0,1,30,,87,0
0,0,20,,87,0
0,0,23,,87,0
0,0,20,,87,0
0,1,22,,87,0
0,1,16,,87,0
0,0,17,,87,0
0,1,17,,87,0
0,0,28,,87,0
0,1,15,,86,0
0,1,26,,86,0
0,0,10,,86,0
0,1,12,,86,0
0,0,34,,86,0
0,0,23,,86,0
0,0,31,,86,0
0,1,24,,86,0
0,0,12,,86,0
0,0,18,,86,0
0,1,10,,86,0
0,0,15,,86,0
0,1,24,,86,0
0,1,14,,86,0
0,0,15,,86,0
0,0,38,,86,0
0,0,12,,86,0
0,0,32,,86,0
0,0,28,,86,0
0,0,49,,89,0
0,0,17,,89,0
0,0,19,,89,0
0,1,28,,89,0
0,1,26,,89,0
0,1,35,,89,0
0,0,55,,89,0
0,0,46,,89,0
0,0,50,,89,0
0,0,43,,89,0
0,0,30,,89,0
0,0,45,,89,0
0,0,23,,89,0
0,0,65,,89,0
0,0,19,,89,0
0,0,60,,89,0
0,0,44,,89,0
0,1,25,,89,0
0,0,30,,89,0
1,1,30,,92,1
1,0,23,,92,1
1,0,45,,92,1
1,0,98,,92,1
1,0,40,,92,1
1,1,17,,92,1
1,1,60,,92,1
1,0,70,,92,1
1,1,68,,92,1
1,1,32,,92,1
1,1,66,,92,1
1,1,29,,92,1
1,1,63,,92,1
1,1,32,,92,1
1,1,55,,92,1
1,0,45,,92,1
1,1,20,,92,1
1,0,50,,92,1
1,0,23,,92,1
1,1,32,,92,1
1,1,35,,92,1
1,1,44,,92,1
0,0,24,,90,0
0,0,20,,90,0
0,1,22,,90,0
0,0,50,,90,0
0,0,45,,90,0
0,0,23,,90,0
0,0,49,,90,0
0,1,17,,90,0
0,1,59,,90,0
0,1,20,,90,0
0,1,18,,90,0
0,0,42,,90,0
0,0,48,,90,0
0,1,30,,90,0
0,0,40,,90,0
0,0,22,,90,0
0,1,31,,90,0
0,0,15,,90,0
0,0,15,,90,0
1,0,62,,94,1
1,0,49,,94,1
1,0,25,,94,1
1,0,95,,94,1
1,1,55,,94,1
1,1,48,,94,1
1,1,35,,94,1
1,0,68,,94,1
1,0,90,,94,1
1,0,60,,93,1
1,0,85,,93,1
1,0,60,,93,1
1,1,58,,93,1
1,0,48,,93,1
1,0,40,,93,1
1,1,60,,93,1
1,0,120,,93,1
1,0,100,,93,1
1,0,34,,93,1
1,0,91,,93,1
1,0,40,,91,1
1,1,20,,91,1
1,0,55,,91,1
1,1,19,,91,1
1,1,26,,91,1
1,0,45,,91,1
1,1,36,,91,1
1,1,23,,91,1
1,1,25,,91,1
1,1,28,,91,1
1,1,41,,91,1
1,1,26,,91,1
1,1,28,,91,1
1,1,38,,91,1
1,0,44,,91,1
1,0,45,,91,1
1,1,25,,91,1
1,1,38,,91,1
1,1,22,,91,1
1,1,26,,91,1
1,1,23,,91,1
1,1,23,,91,1
1,0,16,,91,1
1,1,60,,91,1
0,0,38,,90,0
0,0,20,,90,0
0,0,75,,90,0
0,0,33,,90,0
0,0,75,,90,0
0,0,75,,90,0
0,0,30,,90,0
0,0,42,,90,0
0,0,18,,90,0
0,1,20,,90,0
0,0,40,,90,0
0,0,25,,90,0
0,1,19,,90,0
0,0,13,,90,0
0,1,45,,90,0
0,1,30,,90,0
0,0,111,,90,0
0,0,35,,90,0
0,0,88,,90,0
0,0,57,,90,0
0,0,34,,90,0
0,1,24,,90,0
0,0,45,,90,0
0,0,74,,90,0
0,0,42,,88,0
0,0,25,,88,0
0,0,30,,88,0
0,1,39,,88,0
0,0,80,,88,0
0,0,55,,88,0
0,0,25,,88,0
0,0,48,,88,0
0,1,19,,88,0
0,1,19,,88,0
0,0,77,,88,0
