0,US,96,235,REDWINE
3,US,96,65,REDWINE
8,US,95,65,REDWINE
9,US,95,60,REDWINE
11,US,95,48,REDWINE
12,US,95,48,REDWINE
14,US,95,185,REDWINE
16,US,95,325,REDWINE
18,France,95,290,REDWINE
19,US,95,75,REDWINE
24,US,95,45,REDWINE
26,US,94,62,REDWINE
27,US,94,105,REDWINE
28,US,94,60,REDWINE
39,Italy,90,29,REDWINE
40,Spain,90,17,REDWINE
43,Italy,90,39,REDWINE
45,Italy,90,30,REDWINE
47,US,90,60,REDWINE
49,US,90,40,REDWINE
53,France,90,28,REDWINE
55,US,90,69,REDWINE
59,Italy,90,60,REDWINE
60,Argentina,91,30,REDWINE
61,Australia,91,36,REDWINE
62,Argentina,91,25,REDWINE
64,Portugal,91,23,REDWINE
67,US,91,85,REDWINE
68,US,91,50,REDWINE
69,US,91,60,REDWINE
70,US,91,85,REDWINE
71,US,91,45,REDWINE
74,Portugal,91,15,REDWINE
75,US,91,54,REDWINE
78,US,91,28,REDWINE
79,Italy,91,75,REDWINE
80,US,91,42,REDWINE
81,Israel,91,25,REDWINE
83,Italy,91,59,REDWINE
84,Italy,91,85,REDWINE
85,Italy,91,80,REDWINE
87,US,91,22,REDWINE
88,US,91,65,REDWINE
89,US,91,50,REDWINE
90,US,86,10,REDWINE
94,Portugal,86,10,REDWINE
97,US,86,36,REDWINE
101,US,86,50,REDWINE
106,US,86,12,REDWINE
110,Portugal,86,12,REDWINE
112,US,86,125,REDWINE
115,Argentina,86,15,REDWINE
118,France,86,15,REDWINE
119,Portugal,86,7,REDWINE
120,US,91,59,REDWINE
121,US,91,49,REDWINE
124,US,91,32,REDWINE
125,US,91,20,REDWINE
126,US,90,100,REDWINE
127,US,90,50,REDWINE
132,US,90,26,REDWINE
134,US,90,30,REDWINE
135,US,90,42,REDWINE
136,US,90,38,REDWINE
142,US,90,25,REDWINE
145,US,90,55,REDWINE
146,US,90,36,REDWINE
150,US,89,50,REDWINE
155,Chile,89,20,REDWINE
159,Chile,89,19,REDWINE
161,US,89,35,REDWINE
165,US,89,36,REDWINE
166,Italy,89,25,REDWINE
167,Italy,89,22,REDWINE
170,US,89,42,REDWINE
172,Greece,89,17,REDWINE
173,US,89,49,REDWINE
177,Italy,89,57,REDWINE
178,US,89,29,REDWINE
179,Chile,89,61,REDWINE
182,US,88,49,REDWINE
186,US,88,38,REDWINE
187,US,88,38,REDWINE
189,Spain,87,22,REDWINE
190,Argentina,87,15,REDWINE
197,US,87,18,REDWINE
201,US,87,40,REDWINE
205,US,87,11,REDWINE
206,US,87,36,REDWINE
207,US,87,20,REDWINE
208,US,87,32,REDWINE
210,Portugal,93,55,REDWINE
211,Italy,93,49,REDWINE
212,US,93,50,REDWINE
213,Italy,93,58,REDWINE
217,Italy,93,80,REDWINE
221,US,93,38,REDWINE
223,US,93,50,REDWINE
224,Italy,93,58,REDWINE
227,US,93,80,REDWINE
229,Portugal,93,41,REDWINE
230,US,93,48,REDWINE
231,US,93,200,REDWINE
233,US,93,62,REDWINE
234,Italy,93,43,REDWINE
238,Portugal,92,40,REDWINE
239,Italy,92,69,REDWINE
246,US,88,36,REDWINE
250,US,88,25,REDWINE
251,Italy,88,34,REDWINE
252,US,88,60,REDWINE
253,US,88,54,REDWINE
255,Italy,88,56,REDWINE
257,US,88,61,REDWINE
258,Italy,88,46,REDWINE
