1,0,235
1,0,65
1,0,65
1,0,60
1,0,48
1,0,48
1,0,185
1,0,325
1,0,290
1,0,75
1,0,45
1,0,62
1,0,105
1,0,60
0,0,29
0,0,17
0,0,39
0,0,30
0,0,60
0,0,40
0,0,28
0,0,69
0,0,60
1,0,30
1,0,36
1,0,25
1,0,23
1,0,85
1,0,50
1,0,60
1,0,85
1,0,45
1,0,15
1,0,54
1,0,28
1,0,75
1,0,42
1,0,25
1,0,59
1,0,85
1,0,80
1,0,22
1,0,65
1,0,50
0,0,10
0,0,10
0,0,36
0,0,50
0,0,12
0,0,12
0,0,125
0,0,15
0,0,15
0,0,7
1,0,59
1,0,49
1,0,32
1,0,20
0,0,100
0,0,50
0,0,26
0,0,30
0,0,42
0,0,38
0,0,25
0,0,55
0,0,36
0,0,50
0,0,20
0,0,19
0,0,35
0,0,36
0,0,25
0,0,22
0,0,42
0,0,17
0,0,49
0,0,57
0,0,29
0,0,61
0,0,49
0,0,38
0,0,38
0,0,22
0,0,15
0,0,18
0,0,40
0,0,11
0,0,36
0,0,20
0,0,32
1,0,55
1,0,49
1,0,50
1,0,58
1,0,80
1,0,38
1,0,50
1,0,58
1,0,80
1,0,41
1,0,48
1,0,200
1,0,62
1,0,43
1,0,40
1,0,69
0,0,36
0,0,25
0,0,34
0,0,60
0,0,54
0,0,56
0,0,61
0,0,46
0,0,39
0,0,49
0,0,32
0,0,15
1,0,92
1,0,32
1,0,43
1,0,100
1,0,60
1,0,100
1,0,20
1,0,38
1,0,32
1,0,85
1,0,65
1,0,90
1,0,85
1,0,70
1,0,70
1,0,60
1,0,155
1,0,48
1,0,95
1,0,49
1,0,95
1,0,50
1,0,70
1,0,75
1,0,50
1,0,130
1,0,30
1,0,90
1,0,60
1,0,115
1,0,55
1,0,60
1,0,48
1,0,42
1,0,40
1,0,42
1,0,85
0,0,41
0,0,33
0,0,70
0,0,19
0,0,25
0,0,45
0,0,80
0,0,15
0,0,15
0,0,24
0,0,80
0,0,50
0,0,28
0,0,40
0,0,75
0,0,46
0,0,75
0,0,35
0,0,32
0,0,36
0,0,30
0,0,20
0,0,32
0,0,20
0,0,23
0,0,20
0,0,17
0,0,28
0,0,10
0,0,34
0,0,23
0,0,31
0,0,12
0,0,18
0,0,15
0,0,15
0,0,38
0,0,12
0,0,32
0,0,28
0,0,49
0,0,17
0,0,19
0,0,55
0,0,46
0,0,50
0,0,43
0,0,30
0,0,45
0,0,23
0,0,65
0,0,19
0,0,60
0,0,44
0,0,30
1,0,23
1,0,45
1,0,98
1,0,40
1,0,70
1,0,45
1,0,50
1,0,23
0,0,24
0,0,20
0,0,50
0,0,45
0,0,23
0,0,49
0,0,35
0,0,42
0,0,48
0,0,40
0,0,22
0,0,15
0,0,15
1,0,62
1,0,49
1,0,25
1,0,95
1,0,68
1,0,90
1,0,60
1,0,85
1,0,60
1,0,25
1,0,48
1,0,40
1,0,120
1,0,100
1,0,34
1,0,91
1,0,40
1,0,55
1,0,45
1,0,44
1,0,45
1,0,16
0,0,38
0,0,20
0,0,75
0,0,33
0,0,75
0,0,75
0,0,30
0,0,42
0,0,18
0,0,40
0,0,25
0,0,13
0,0,111
0,0,35
0,0,88
0,0,57
0,0,34
0,0,45
0,0,74
0,0,42
0,0,25
0,0,45
0,0,30
0,0,80
0,0,55
0,0,25
0,0,48
0,0,77
0,0,18
0,0,65
0,0,48
0,0,20
0,0,55
0,0,55
0,0,30
0,0,25
0,0,27
0,0,48
0,0,42
0,0,39
0,0,40
0,0,85
0,0,25
0,0,18
0,0,15
0,0,15
0,0,9
0,0,11
0,0,14
0,0,12
0,0,18
0,0,14
0,0,10
0,0,50
0,0,65
0,0,26
0,0,23
0,0,28
0,0,20
0,0,45
0,0,20
0,0,45
0,0,28
0,0,110
0,0,25
0,0,39
0,0,90
0,0,18
0,0,7
0,0,17
0,0,28
0,0,20
0,0,18
0,0,32
0,0,28
0,0,11
0,0,22
0,0,20
0,0,25
0,0,25
0,0,48
0,0,70
0,0,42
0,0,50
0,0,22
0,0,26
0,0,80
0,0,24
0,0,40
0,0,50
0,0,55
0,0,42
0,0,60
0,0,27
0,0,48
0,0,80
0,0,45
0,0,25
0,0,20
0,0,30
0,0,18
0,0,28
0,0,40
1,0,113
1,0,92
1,0,75
1,0,50
1,0,49
1,0,19
1,0,11
1,0,44
1,0,33
1,0,140
1,0,75
1,0,100
1,0,80
1,0,28
1,0,500
1,0,40
1,0,50
1,0,30
1,0,32
1,0,150
1,0,70
1,0,60
1,0,60
1,0,60
1,0,80
1,0,85
0,0,90
0,0,18
0,0,7
0,0,17
0,0,39
0,0,26
0,0,27
0,0,22
0,0,20
0,0,65
0,0,52
0,0,65
0,0,240
0,0,35
0,0,40
0,0,18
0,0,26
0,0,18
0,0,40
0,0,38
0,0,20
0,0,72
0,0,44
0,0,15
0,0,70
0,0,40
0,0,48
0,0,55
0,0,42
0,0,125
0,0,110
