1:0:0:0:0:0:0:0:0 0.5000000000000018
1:2:0:1:0:0:0:0:0 0.550000011920929
1:2:2:1:0:0:1:0:0 1.0
1:2:0:1:2:0:1:0:0 1.0
1:2:0:1:0:2:1:0:0 1.0
1:2:0:1:0:0:1:2:0 1.0
1:2:0:1:0:0:1:0:2 1.0
1:2:0:0:1:0:0:0:0 0.550000011920929
1:2:2:0:1:0:0:0:1 1.0
1:2:0:2:1:0:0:0:1 1.0
1:2:0:0:1:2:0:0:1 1.0
1:2:0:0:1:0:2:0:1 1.0
1:2:0:0:1:0:0:2:1 1.0
1:2:0:0:0:0:1:0:0 0.8552332102645629
1:2:0:0:0:0:0:0:1 0.5265000096559525
1:0:2:1:0:0:0:0:0 0.550000011920929
1:0:2:1:2:0:1:0:0 1.0
1:0:2:1:0:2:1:0:0 1.0
1:0:2:1:0:0:1:2:0 1.0
1:0:2:1:0:0:1:0:2 1.0
1:0:2:0:1:0:0:0:0 0.550000011920929
1:0:2:2:1:0:0:0:1 1.0
1:0:2:0:1:2:0:0:1 1.0
1:0:2:0:1:0:2:0:1 1.0
1:0:2:0:1:0:0:2:1 1.0
1:0:2:0:0:0:1:0:0 0.8506977932852092
1:0:2:0:0:0:0:0:1 0.5355000096559525
1:1:0:2:0:0:0:0:0 0.550000011920929
1:1:1:2:2:0:0:0:0 1.0
1:1:1:2:0:2:0:0:0 1.0
1:1:1:2:0:0:2:0:0 1.0
1:1:1:2:0:0:0:2:0 1.0
1:1:1:2:0:0:0:0:2 1.0
1:0:1:2:0:0:0:0:0 0.550000011920929
1:0:0:2:1:0:0:0:0 0.8399959190324553
1:0:0:2:1:2:0:0:1 1.0
1:0:0:2:1:0:2:0:1 1.0
1:0:0:2:1:0:0:2:1 1.0
1:0:0:2:0:0:0:0:1 0.5355000096559525
1:1:0:0:2:0:0:0:0 0.41479913335944274
1:1:1:0:2:2:0:0:0 1.0
1:1:1:0:2:0:2:0:0 1.0
1:1:1:0:2:0:0:2:0 1.0
1:1:1:0:2:0:0:0:2 1.0
1:0:1:0:2:0:0:0:0 0.5000000000000013
1:0:0:1:2:0:0:0:0 0.4146345915677046
1:0:0:1:2:2:1:0:0 1.0
1:0:0:1:2:0:1:2:0 1.0
1:0:0:1:2:0:1:0:2 1.0
1:0:0:0:2:0:1:0:0 0.4009500086903572
1:1:0:0:0:2:0:0:0 0.550000011920929
1:1:1:0:0:2:2:0:0 1.0
1:1:1:0:0:2:0:2:0 1.0
1:1:1:0:0:2:0:0:2 1.0
